EquipmentSerialNumberID,ModelCode,ModelYear,AskingPrice,PredictedValue,AbsPredictionError,AskingPriceDiffToPredicted,LocationCity,LocationState,ObservationDate,ManufacturerDeliveryPrice
4190,8130,2008,97789.00000,99487.00,1698.00000,-1698.00000,GRAFTON,ND,2021-09-01,119428.54
4266,8130,2008,97789.00000,99487.00,1698.00000,-1698.00000,GRAFTON,ND,2021-09-01,119428.54
4268,8320RT,2010,120300.00000,117356.00,2944.00000,2944.00000,MARSHALL,MN,2021-07-01,215010.95
4261,8430,2006,109900.00000,95540.00,14360.00000,14360.00000,FULTON,IL,2021-07-01,160871.48
2694,8295R,2017,210000.00000,216558.00,6558.00000,-6558.00000,YAZOO CITY,MS,2021-04-01,253468.60
2694,8295R,2017,200000.00000,207718.00,7718.00000,-7718.00000,YAZOO CITY,MS,2021-05-01,253468.60
2694,8295R,2017,200000.00000,207222.00,7222.00000,-7222.00000,YAZOO CITY,MS,2021-06-01,253468.60
3835,8320R,2015,167000.00000,178896.00,11896.00000,-11896.00000,ATLANTA,IN,2021-04-01,247641.24
3835,8320R,2015,167000.00000,178336.00,11336.00000,-11336.00000,ATLANTA,IN,2021-05-01,247641.24
3835,8320R,2015,167000.00000,177782.00,10782.00000,-10782.00000,ATLANTA,IN,2021-06-01,247641.24
1267,8370R,2014,190000.00000,185314.00,4686.00000,4686.00000,ATLANTA,IN,2021-05-01,296391.48
1267,8370R,2014,190000.00000,184662.00,5338.00000,5338.00000,ATLANTA,IN,2021-06-01,296391.48
1267,8370R,2014,190000.00000,191672.00,1672.00000,-1672.00000,ATLANTA,IN,2021-07-01,296391.48
1267,8370R,2014,190000.00000,191900.00,1900.00000,-1900.00000,ATLANTA,IN,2021-08-01,296391.48
2726,8400R,2019,361356.00000,365642.00,4286.00000,-4286.00000,PORTAGEVILLE,MO,2021-04-01,357012.04
2726,8400R,2019,361356.00000,364826.00,3470.00000,-3470.00000,PORTAGEVILLE,MO,2021-05-01,357012.04
2726,8400R,2019,361356.00000,364008.00,2652.00000,-2652.00000,PORTAGEVILLE,MO,2021-06-01,357012.04
2726,8400R,2019,361690.00000,362964.00,1274.00000,-1274.00000,PORTAGEVILLE,MO,2021-06-01,357012.04
1339,8400R,2019,360613.00000,364524.00,3911.00000,-3911.00000,NEW MADRID,MO,2021-04-01,356109.60
1339,8400R,2019,360613.00000,363706.00,3093.00000,-3093.00000,NEW MADRID,MO,2021-05-01,356109.60
1339,8400R,2019,360613.00000,362894.00,2281.00000,-2281.00000,NEW MADRID,MO,2021-06-01,356109.60
1339,8400R,2019,360619.00000,361364.00,745.00000,-745.00000,NEW MADRID,MO,2021-06-01,356109.60
1339,8400R,2019,348097.00000,358656.00,10559.00000,-10559.00000,NEW MADRID,MO,2021-07-01,356109.60
529,8270R,2018,177500.00000,193942.00,16442.00000,-16442.00000,YAZOO CITY,MS,2021-04-01,233614.15
529,8270R,2018,177500.00000,193486.00,15986.00000,-15986.00000,YAZOO CITY,MS,2021-05-01,233614.15
529,8270R,2018,177500.00000,193046.00,15546.00000,-15546.00000,YAZOO CITY,MS,2021-06-01,233614.15
529,8270R,2018,177500.00000,189900.00,12400.00000,-12400.00000,YAZOO CITY,MS,2021-07-01,233614.15
529,8270R,2018,177500.00000,189360.00,11860.00000,-11860.00000,YAZOO CITY,MS,2021-07-01,233614.15
796,8320R,2014,205000.00000,214974.00,9974.00000,-9974.00000,CANTON,MS,2021-04-01,244297.90
796,8320R,2014,215000.00000,221710.00,6710.00000,-6710.00000,CANTON,MS,2021-05-01,244297.90
796,8320R,2014,215000.00000,221166.00,6166.00000,-6166.00000,CANTON,MS,2021-06-01,244297.90
796,8320R,2014,215000.00000,215724.00,724.00000,-724.00000,CANTON,MS,2021-07-01,244297.90
4161,8345R,2018,250000.00000,254190.00,4190.00000,-4190.00000,ROLLING FORK,MS,2021-04-01,316085.77
4161,8345R,2018,250000.00000,253558.00,3558.00000,-3558.00000,ROLLING FORK,MS,2021-05-01,316085.77
4161,8345R,2018,250000.00000,252902.00,2902.00000,-2902.00000,ROLLING FORK,MS,2021-06-01,316085.77
1130,8R 370,2020,334000.00000,338576.00,4576.00000,-4576.00000,MAYFIELD,KY,2021-04-01,360271.45
1130,8R 370,2020,339000.00000,340244.00,1244.00000,-1244.00000,MAYFIELD,KY,2021-05-01,360271.45
1130,8R 370,2020,357500.00000,350250.00,7250.00000,7250.00000,MAYFIELD,KY,2021-06-01,360271.45
1130,8R 370,2020,372500.00000,359400.00,13100.00000,13100.00000,MAYFIELD,KY,2021-06-01,360271.45
1130,8R 370,2020,372500.00000,363068.00,9432.00000,9432.00000,MAYFIELD,KY,2021-07-01,360271.45
1135,8R 370,2020,334000.00000,341036.00,7036.00000,-7036.00000,MAYFIELD,KY,2021-04-01,356033.37
1135,8R 370,2020,339000.00000,343136.00,4136.00000,-4136.00000,MAYFIELD,KY,2021-05-01,356033.37
1135,8R 370,2020,357500.00000,352984.00,4516.00000,4516.00000,MAYFIELD,KY,2021-06-01,356033.37
1135,8R 370,2020,372500.00000,361592.00,10908.00000,10908.00000,MAYFIELD,KY,2021-06-01,356033.37
1135,8R 370,2020,372500.00000,366220.00,6280.00000,6280.00000,MAYFIELD,KY,2021-07-01,356033.37
523,8R 250,2020,225500.00000,243732.00,18232.00000,-18232.00000,MAYFIELD,KY,2021-04-01,240626.54
523,8R 250,2020,230500.00000,246432.00,15932.00000,-15932.00000,MAYFIELD,KY,2021-05-01,240626.54
523,8R 250,2020,241500.00000,252608.00,11108.00000,-11108.00000,MAYFIELD,KY,2021-06-01,240626.54
523,8R 250,2020,241500.00000,252426.00,10926.00000,-10926.00000,MAYFIELD,KY,2021-06-01,240626.54
523,8R 250,2020,241500.00000,273748.00,32248.00000,-32248.00000,MAYFIELD,KY,2021-07-01,240626.54
523,8R 250,2020,241500.00000,273752.00,32252.00000,-32252.00000,MAYFIELD,KY,2021-07-01,240626.54
1408,8R 410,2020,394100.00000,391486.00,2614.00000,2614.00000,OWATONNA,MN,2021-04-01,393737.19
1408,8R 410,2020,394100.00000,390482.00,3618.00000,3618.00000,NORTHWOOD,IA,2021-05-01,393737.19
1408,8R 410,2020,427500.00000,415012.00,12488.00000,12488.00000,ATCHISON,KS,2021-07-01,393737.19
1408,8R 410,2020,427500.00000,415176.00,12324.00000,12324.00000,ATCHISON,KS,2021-08-01,393737.19
728,8R 310,2020,288500.00000,290050.00,1550.00000,-1550.00000,MAYFIELD,KY,2021-04-01,312218.83
728,8R 310,2020,293500.00000,292198.00,1302.00000,1302.00000,MAYFIELD,KY,2021-05-01,312218.83
728,8R 310,2020,312500.00000,301988.00,10512.00000,10512.00000,MAYFIELD,KY,2021-06-01,312218.83
728,8R 310,2020,321500.00000,306584.00,14916.00000,14916.00000,MAYFIELD,KY,2021-06-01,312218.83
728,8R 310,2020,321500.00000,315560.00,5940.00000,5940.00000,MAYFIELD,KY,2021-07-01,312218.83
3840,8R 310,2020,324900.00000,299686.00,25214.00000,25214.00000,BRIDGEPORT,NE,2021-04-01,345890.93
3840,8R 310,2020,324900.00000,298926.00,25974.00000,25974.00000,BRIDGEPORT,NE,2021-05-01,345890.93
3416,8R 410,2020,386900.00000,383856.00,3044.00000,3044.00000,ASSUMPTION,IL,2021-04-01,384627.32
3416,8R 410,2020,386900.00000,382926.00,3974.00000,3974.00000,VANDALIA,IL,2021-05-01,384627.32
3416,8R 410,2020,386900.00000,381998.00,4902.00000,4902.00000,VANDALIA,IL,2021-06-01,384627.32
3416,8R 410,2020,386900.00000,393856.00,6956.00000,-6956.00000,VANDALIA,IL,2021-07-01,384627.32
1774,8R 250,2020,315000.00000,270210.00,44790.00000,44790.00000,VINCENNES,IN,2021-04-01,279516.93
1774,8R 250,2020,315000.00000,269652.00,45348.00000,45348.00000,VINCENNES,IN,2021-05-01,279516.93
1774,8R 250,2020,315000.00000,269094.00,45906.00000,45906.00000,VINCENNES,IN,2021-06-01,279516.93
1774,8R 250,2020,315000.00000,276056.00,38944.00000,38944.00000,VINCENNES,IN,2021-07-01,279516.93
1774,8R 250,2020,315000.00000,278560.00,36440.00000,36440.00000,VINCENNES,IN,2021-08-01,279516.93
732,8R 310,2020,321042.00000,304030.00,17012.00000,17012.00000,LUVERNE,MN,2021-04-01,330719.62
732,8R 310,2020,321042.00000,303274.00,17768.00000,17768.00000,LUVERNE,MN,2021-05-01,330719.62
732,8R 310,2020,321042.00000,302514.00,18528.00000,18528.00000,LUVERNE,MN,2021-06-01,330719.62
732,8R 310,2020,321042.00000,301076.00,19966.00000,19966.00000,LUVERNE,MN,2021-07-01,330719.62
918,8R 340,2020,360000.00000,330322.00,29678.00000,29678.00000,VINCENNES,IN,2021-04-01,356068.79
918,8R 340,2020,360000.00000,329562.00,30438.00000,30438.00000,VINCENNES,IN,2021-05-01,356068.79
918,8R 340,2020,360000.00000,328802.00,31198.00000,31198.00000,VINCENNES,IN,2021-06-01,356068.79
918,8R 340,2020,360000.00000,329588.00,30412.00000,30412.00000,VINCENNES,IN,2021-07-01,356068.79
918,8R 340,2020,360000.00000,329748.00,30252.00000,30252.00000,VINCENNES,IN,2021-08-01,356068.79
917,8R 340,2020,360000.00000,330322.00,29678.00000,29678.00000,VINCENNES,IN,2021-04-01,356068.79
917,8R 340,2020,360000.00000,329562.00,30438.00000,30438.00000,VINCENNES,IN,2021-05-01,356068.79
917,8R 340,2020,360000.00000,328802.00,31198.00000,31198.00000,VINCENNES,IN,2021-06-01,356068.79
917,8R 340,2020,360000.00000,329588.00,30412.00000,30412.00000,VINCENNES,IN,2021-07-01,356068.79
917,8R 340,2020,360000.00000,329748.00,30252.00000,30252.00000,VINCENNES,IN,2021-08-01,356068.79
2731,8R 310,2020,300000.00000,289448.00,10552.00000,10552.00000,RICHMOND,MO,2021-04-01,328386.52
2731,8R 310,2020,300000.00000,288840.00,11160.00000,11160.00000,RICHMOND,MO,2021-05-01,328386.52
2731,8R 310,2020,310000.00000,293808.00,16192.00000,16192.00000,RICHMOND,MO,2021-06-01,328386.52
3412,8R 410,2020,360000.00000,366032.00,6032.00000,-6032.00000,RICHMOND,MO,2021-04-01,393754.13
3412,8R 410,2020,360000.00000,365186.00,5186.00000,-5186.00000,RICHMOND,MO,2021-05-01,393754.13
3412,8R 410,2020,375000.00000,373702.00,1298.00000,1298.00000,RICHMOND,MO,2021-06-01,393754.13
913,8R 340,2020,336000.00000,312336.00,23664.00000,23664.00000,RICHMOND,MO,2021-04-01,369312.02
913,8R 340,2020,336000.00000,311658.00,24342.00000,24342.00000,RICHMOND,MO,2021-05-01,369312.02
913,8R 340,2020,346000.00000,316518.00,29482.00000,29482.00000,RICHMOND,MO,2021-06-01,369312.02
913,8R 340,2020,346000.00000,315868.00,30132.00000,30132.00000,RICHMOND,MO,2021-07-01,369312.02
913,8R 340,2020,346000.00000,316700.00,29300.00000,29300.00000,RICHMOND,MO,2021-08-01,369312.02
3200,8R 370,2020,372500.00000,357730.00,14770.00000,14770.00000,IRETON,IA,2021-04-01,370974.45
3200,8R 370,2020,372500.00000,356820.00,15680.00000,15680.00000,IRETON,IA,2021-05-01,370974.45
3200,8R 370,2020,372500.00000,355922.00,16578.00000,16578.00000,IRETON,IA,2021-06-01,370974.45
3200,8R 370,2020,372500.00000,355846.00,16654.00000,16654.00000,SIOUX CENTER,IA,2021-06-01,370974.45
713,8R 310,2020,335000.00000,305072.00,29928.00000,29928.00000,VINCENNES,IN,2021-04-01,332071.74
713,8R 310,2020,335000.00000,304386.00,30614.00000,30614.00000,VINCENNES,IN,2021-05-01,332071.74
713,8R 310,2020,335000.00000,303694.00,31306.00000,31306.00000,VINCENNES,IN,2021-06-01,332071.74
713,8R 310,2020,335000.00000,303384.00,31616.00000,31616.00000,VINCENNES,IN,2021-07-01,332071.74
713,8R 310,2020,335000.00000,303520.00,31480.00000,31480.00000,VINCENNES,IN,2021-08-01,332071.74
3938,8R 370,2020,358900.00000,345632.00,13268.00000,13268.00000,MELVIN,IL,2021-04-01,368345.67
3938,8R 370,2020,358900.00000,344062.00,14838.00000,14838.00000,HOOPESTON,IL,2021-05-01,368345.67
3938,8R 370,2020,358900.00000,342944.00,15956.00000,15956.00000,HOOPESTON,IL,2021-06-01,368345.67
3938,8R 370,2020,358900.00000,342786.00,16114.00000,16114.00000,HOOPESTON,IL,2021-06-01,368345.67
3938,8R 370,2020,358900.00000,346648.00,12252.00000,12252.00000,MELVIN,IL,2021-07-01,368345.67
1407,8R 410,2020,389000.00000,383982.00,5018.00000,5018.00000,MONTICELLO,IA,2021-04-01,394042.88
1407,8R 410,2020,389000.00000,382986.00,6014.00000,6014.00000,MONTICELLO,IA,2021-05-01,394042.88
1407,8R 410,2020,389000.00000,381990.00,7010.00000,7010.00000,MONTICELLO,IA,2021-06-01,394042.88
1407,8R 410,2020,399000.00000,396976.00,2024.00000,2024.00000,MONTICELLO,IA,2021-07-01,394042.88
1770,8R 250,2020,239500.00000,240230.00,730.00000,-730.00000,JASPER,IN,2021-04-01,257299.35
1770,8R 250,2020,244500.00000,242202.00,2298.00000,2298.00000,JASPER,IN,2021-05-01,257299.35
1770,8R 250,2020,262500.00000,251338.00,11162.00000,11162.00000,JASPER,IN,2021-06-01,257299.35
1770,8R 250,2020,262500.00000,250822.00,11678.00000,11678.00000,JASPER,IN,2021-06-01,257299.35
1770,8R 250,2020,262500.00000,254892.00,7608.00000,7608.00000,JASPER,IN,2021-07-01,257299.35
729,8R 310,2020,319900.00000,286328.00,33572.00000,33572.00000,BRIMFIELD,IL,2021-04-01,346566.99
729,8R 310,2020,319900.00000,285652.00,34248.00000,34248.00000,BRIMFIELD,IL,2021-05-01,346566.99
729,8R 310,2020,319900.00000,284978.00,34922.00000,34922.00000,BRIMFIELD,IL,2021-06-01,346566.99
729,8R 310,2020,319900.00000,282360.00,37540.00000,37540.00000,BRIMFIELD,IL,2021-07-01,346566.99
1411,8R 410,2020,385000.00000,379466.00,5534.00000,5534.00000,MEDIAPOLIS,IA,2021-04-01,392522.90
1411,8R 410,2020,385000.00000,378470.00,6530.00000,6530.00000,MEDIAPOLIS,IA,2021-05-01,392522.90
1411,8R 410,2020,385000.00000,377486.00,7514.00000,7514.00000,MEDIAPOLIS,IA,2021-06-01,392522.90
1411,8R 410,2020,385000.00000,386120.00,1120.00000,-1120.00000,MEDIAPOLIS,IA,2021-07-01,392522.90
1113,8R 370,2020,325000.00000,329344.00,4344.00000,-4344.00000,MARSHALL,MO,2021-04-01,358897.00
1113,8R 370,2020,325000.00000,328600.00,3600.00000,-3600.00000,MARSHALL,MO,2021-05-01,358897.00
1113,8R 370,2020,335000.00000,333768.00,1232.00000,1232.00000,MARSHALL,MO,2021-06-01,358897.00
1113,8R 370,2020,335000.00000,335040.00,40.00000,-40.00000,MARSHALL,MO,2021-07-01,358897.00
3199,8R 370,2021,359000.00000,344500.00,14500.00000,14500.00000,EASTON,MO,2021-04-01,384447.91
3199,8R 370,2021,359000.00000,343740.00,15260.00000,15260.00000,EASTON,MO,2021-05-01,384447.91
3199,8R 370,2021,369000.00000,348708.00,20292.00000,20292.00000,EASTON,MO,2021-06-01,384447.91
2454,8100,1997,64500.00000,65410.00,910.00000,-910.00000,DOON,IA,2021-04-01,82458.53
3438,8100,1997,64500.00000,65410.00,910.00000,-910.00000,DOON,IA,2021-04-01,82458.53
2454,8100,1997,64500.00000,65402.00,902.00000,-902.00000,DOON,IA,2021-05-01,82458.53
3438,8100,1997,64500.00000,65402.00,902.00000,-902.00000,DOON,IA,2021-05-01,82458.53
2454,8100,1997,64500.00000,65394.00,894.00000,-894.00000,DOON,IA,2021-06-01,82458.53
3438,8100,1997,64500.00000,65394.00,894.00000,-894.00000,DOON,IA,2021-06-01,82458.53
3182,8100,1994,67500.00000,72642.00,5142.00000,-5142.00000,KENT CITY,MI,2021-04-01,77308.77
3430,8100,1994,67500.00000,72642.00,5142.00000,-5142.00000,KENT CITY,MI,2021-04-01,77308.77
3182,8100,1994,67500.00000,72686.00,5186.00000,-5186.00000,KENT CITY,MI,2021-05-01,77308.77
3430,8100,1994,67500.00000,72686.00,5186.00000,-5186.00000,KENT CITY,MI,2021-05-01,77308.77
3182,8100,1994,67500.00000,72730.00,5230.00000,-5230.00000,KENT CITY,MI,2021-06-01,77308.77
3430,8100,1994,67500.00000,72730.00,5230.00000,-5230.00000,KENT CITY,MI,2021-06-01,77308.77
3182,8100,1994,67500.00000,61016.00,6484.00000,6484.00000,KENT CITY,MI,2021-07-01,77308.77
3430,8100,1994,67500.00000,61016.00,6484.00000,6484.00000,KENT CITY,MI,2021-07-01,77308.77
1497,8110,2000,74900.00000,69670.00,5230.00000,5230.00000,COLFAX,IA,2021-04-01,76673.52
1497,8110,2000,74900.00000,69574.00,5326.00000,5326.00000,COLFAX,IA,2021-05-01,76673.52
1497,8110,2000,74900.00000,69482.00,5418.00000,5418.00000,COLFAX,IA,2021-06-01,76673.52
1497,8110,2000,74900.00000,73048.00,1852.00000,1852.00000,COLFAX,IA,2021-07-01,76673.52
1497,8110,2000,74900.00000,81800.00,6900.00000,-6900.00000,COLFAX,IA,2021-08-01,76673.52
2165,8110,2000,45000.00000,88560.00,43560.00000,-43560.00000,NAMPA,ID,2021-04-01,89520.20
3450,8110,2000,45000.00000,88560.00,43560.00000,-43560.00000,NAMPA,ID,2021-04-01,89520.20
2165,8110,2000,45000.00000,88738.00,43738.00000,-43738.00000,NAMPA,ID,2021-05-01,89520.20
3450,8110,2000,45000.00000,88738.00,43738.00000,-43738.00000,NAMPA,ID,2021-05-01,89520.20
2165,8110,2000,45000.00000,88926.00,43926.00000,-43926.00000,NAMPA,ID,2021-06-01,89520.20
3450,8110,2000,45000.00000,88926.00,43926.00000,-43926.00000,NAMPA,ID,2021-06-01,89520.20
2165,8110,2000,45000.00000,95932.00,50932.00000,-50932.00000,NAMPA,ID,2021-07-01,89520.20
3450,8110,2000,45000.00000,95932.00,50932.00000,-50932.00000,NAMPA,ID,2021-07-01,89520.20
2171,8120,2004,95000.00000,75040.00,19960.00000,19960.00000,MATTOON,IL,2021-04-01,97414.24
3465,8120,2004,95000.00000,75040.00,19960.00000,19960.00000,MATTOON,IL,2021-04-01,97414.24
2171,8120,2004,95000.00000,74962.00,20038.00000,20038.00000,MATTOON,IL,2021-05-01,97414.24
3465,8120,2004,95000.00000,74962.00,20038.00000,20038.00000,MATTOON,IL,2021-05-01,97414.24
2171,8120,2004,95000.00000,74882.00,20118.00000,20118.00000,MATTOON,IL,2021-06-01,97414.24
3465,8120,2004,95000.00000,74882.00,20118.00000,20118.00000,MATTOON,IL,2021-06-01,97414.24
2171,8120,2004,95000.00000,87452.00,7548.00000,7548.00000,MATTOON,IL,2021-07-01,97414.24
3465,8120,2004,95000.00000,87452.00,7548.00000,7548.00000,MATTOON,IL,2021-07-01,97414.24
2171,8120,2004,95000.00000,87420.00,7580.00000,7580.00000,MATTOON,IL,2021-08-01,97414.24
3465,8120,2004,95000.00000,87420.00,7580.00000,7580.00000,MATTOON,IL,2021-08-01,97414.24
3458,8120,2002,67500.00000,74106.00,6606.00000,-6606.00000,DYERSBURG,TN,2021-04-01,95731.79
3458,8120,2002,67500.00000,74060.00,6560.00000,-6560.00000,DYERSBURG,TN,2021-05-01,95731.79
3458,8120,2002,67500.00000,74018.00,6518.00000,-6518.00000,DYERSBURG,TN,2021-06-01,95731.79
3458,8120,2002,65000.00000,82910.00,17910.00000,-17910.00000,DYERSBURG,TN,2021-08-01,95731.79
1515,8130,2008,92930.00000,80908.00,12022.00000,12022.00000,HAWLEY,MN,2021-04-01,130339.44
1515,8130,2008,95800.00000,81322.00,14478.00000,14478.00000,HAWLEY,MN,2021-05-01,130339.44
1515,8130,2008,103350.00000,82242.00,21108.00000,21108.00000,HAWLEY,MN,2021-06-01,130339.44
1515,8130,2008,103080.00000,82214.00,20866.00000,20866.00000,HAWLEY,MN,2021-06-01,130339.44
1515,8130,2008,107990.00000,101156.00,6834.00000,6834.00000,HAWLEY,MN,2021-08-01,130339.44
4264,8130,2007,81999.00000,79722.00,2277.00000,2277.00000,SALEM,OR,2021-04-01,111719.30
4264,8130,2007,81999.00000,79658.00,2341.00000,2341.00000,SALEM,OR,2021-05-01,111719.30
4264,8130,2007,81999.00000,79590.00,2409.00000,2409.00000,AURORA,OR,2021-06-01,111719.30
2176,8130,2006,99999.00000,80810.00,19189.00000,19189.00000,WAUPUN,WI,2021-04-01,104903.26
3475,8130,2006,99999.00000,80810.00,19189.00000,19189.00000,WAUPUN,WI,2021-04-01,104903.26
2176,8130,2006,99999.00000,80698.00,19301.00000,19301.00000,WAUPUN,WI,2021-05-01,104903.26
3475,8130,2006,99999.00000,80698.00,19301.00000,19301.00000,WAUPUN,WI,2021-05-01,104903.26
2176,8130,2006,99999.00000,80584.00,19415.00000,19415.00000,WAUPUN,WI,2021-06-01,104903.26
3475,8130,2006,99999.00000,80584.00,19415.00000,19415.00000,WAUPUN,WI,2021-06-01,104903.26
2176,8130,2006,99999.00000,95212.00,4787.00000,4787.00000,WAUPUN,WI,2021-07-01,104903.26
3475,8130,2006,99999.00000,95212.00,4787.00000,4787.00000,WAUPUN,WI,2021-07-01,104903.26
2176,8130,2006,99999.00000,94956.00,5043.00000,5043.00000,WAUPUN,WI,2021-08-01,104903.26
3475,8130,2006,99999.00000,94956.00,5043.00000,5043.00000,WAUPUN,WI,2021-08-01,104903.26
2180,8200,1994,57500.00000,71022.00,13522.00000,-13522.00000,WABASH,IN,2021-04-01,73818.36
3494,8200,1994,57500.00000,71022.00,13522.00000,-13522.00000,WABASH,IN,2021-04-01,73818.36
2180,8200,1994,57500.00000,71066.00,13566.00000,-13566.00000,WABASH,IN,2021-05-01,73818.36
3494,8200,1994,57500.00000,71066.00,13566.00000,-13566.00000,WABASH,IN,2021-05-01,73818.36
2180,8200,1994,57500.00000,71120.00,13620.00000,-13620.00000,WABASH,IN,2021-06-01,73818.36
3494,8200,1994,57500.00000,71120.00,13620.00000,-13620.00000,WABASH,IN,2021-06-01,73818.36
2180,8200,1994,57500.00000,66084.00,8584.00000,-8584.00000,WABASH,IN,2021-07-01,73818.36
3494,8200,1994,57500.00000,66084.00,8584.00000,-8584.00000,WABASH,IN,2021-07-01,73818.36
2180,8200,1994,57500.00000,64316.00,6816.00000,-6816.00000,WABASH,IN,2021-08-01,73818.36
3494,8200,1994,57500.00000,64316.00,6816.00000,-6816.00000,WABASH,IN,2021-08-01,73818.36
1517,8200,1994,36500.00000,90672.00,54172.00000,-54172.00000,KENT CITY,MI,2021-04-01,84817.04
1517,8200,1994,36500.00000,90890.00,54390.00000,-54390.00000,KENT CITY,MI,2021-05-01,84817.04
1517,8200,1994,36500.00000,91082.00,54582.00000,-54582.00000,KENT CITY,MI,2021-06-01,84817.04
1517,8200,1994,36500.00000,94728.00,58228.00000,-58228.00000,KENT CITY,MI,2021-07-01,84817.04
1517,8200,1994,36500.00000,94312.00,57812.00000,-57812.00000,KENT CITY,MI,2021-08-01,84817.04
1513,8200,1994,44900.00000,117212.00,72312.00000,-72312.00000,HOLLAND,MI,2021-04-01,83879.95
1522,8200,1994,44900.00000,117212.00,72312.00000,-72312.00000,HOLLAND,MI,2021-04-01,83879.95
1513,8200,1994,44900.00000,117462.00,72562.00000,-72562.00000,HOLLAND,MI,2021-05-01,83879.95
1522,8200,1994,44900.00000,117462.00,72562.00000,-72562.00000,HOLLAND,MI,2021-05-01,83879.95
1513,8200,1994,44900.00000,117706.00,72806.00000,-72806.00000,HOLLAND,MI,2021-06-01,83879.95
1522,8200,1994,44900.00000,117706.00,72806.00000,-72806.00000,HOLLAND,MI,2021-06-01,83879.95
1513,8200,1994,44900.00000,144704.00,99804.00000,-99804.00000,HOLLAND,MI,2021-07-01,83879.95
1522,8200,1994,44900.00000,144704.00,99804.00000,-99804.00000,HOLLAND,MI,2021-07-01,83879.95
1513,8200,1994,44900.00000,133492.00,88592.00000,-88592.00000,HOLLAND,MI,2021-08-01,83879.95
1522,8200,1994,44900.00000,133492.00,88592.00000,-88592.00000,HOLLAND,MI,2021-08-01,83879.95
2285,8225R,2010,88224.00000,105490.00,17266.00000,-17266.00000,IDAHO FALLS,ID,2021-04-01,132272.91
2285,8225R,2010,88224.00000,105260.00,17036.00000,-17036.00000,IDAHO FALLS,ID,2021-05-01,132272.91
2285,8225R,2010,88224.00000,105028.00,16804.00000,-16804.00000,IDAHO FALLS,ID,2021-06-01,132272.91
1549,8230,2007,82500.00000,64688.00,17812.00000,17812.00000,WESLACO,TX,2021-04-01,126644.21
1549,8230,2007,82500.00000,64732.00,17768.00000,17768.00000,WESLACO,TX,2021-05-01,126644.21
1549,8230,2007,82500.00000,64776.00,17724.00000,17724.00000,WESLACO,TX,2021-06-01,126644.21
1549,8230,2007,82500.00000,87264.00,4764.00000,-4764.00000,WESLACO,TX,2021-07-01,126644.21
1549,8230,2007,82500.00000,68724.00,13776.00000,13776.00000,WESLACO,TX,2021-08-01,126644.21
422,8235R,2011,155000.00000,139214.00,15786.00000,15786.00000,EUGENE,OR,2021-04-01,187418.77
422,8235R,2011,155000.00000,138826.00,16174.00000,16174.00000,EUGENE,OR,2021-05-01,187418.77
422,8235R,2011,139999.00000,130368.00,9631.00000,9631.00000,EUGENE,OR,2021-06-01,187418.77
423,8235R,2011,105000.00000,109236.00,4236.00000,-4236.00000,KAHOKA,MO,2021-04-01,139336.05
423,8235R,2011,105000.00000,109026.00,4026.00000,-4026.00000,KAHOKA,MO,2021-05-01,139336.05
423,8235R,2011,105000.00000,108824.00,3824.00000,-3824.00000,KAHOKA,MO,2021-06-01,139336.05
423,8235R,2011,125000.00000,117976.00,7024.00000,7024.00000,KAHOKA,MO,2021-06-01,139336.05
423,8235R,2011,125000.00000,134664.00,9664.00000,-9664.00000,KAHOKA,MO,2021-07-01,139336.05
423,8235R,2011,125000.00000,128104.00,3104.00000,-3104.00000,KAHOKA,MO,2021-08-01,139336.05
419,8235R,2011,79900.00000,78758.00,1142.00000,1142.00000,CLINTON,NC,2021-04-01,154264.11
419,8235R,2011,79900.00000,78630.00,1270.00000,1270.00000,HERTFORD,NC,2021-05-01,154264.11
419,8235R,2011,79900.00000,78486.00,1414.00000,1414.00000,EDENTON,NC,2021-06-01,154264.11
419,8235R,2011,79900.00000,78486.00,1414.00000,1414.00000,CLINTON,NC,2021-06-01,154264.11
419,8235R,2011,79900.00000,82104.00,2204.00000,-2204.00000,CLINTON,NC,2021-07-01,154264.11
419,8235R,2011,79900.00000,74008.00,5892.00000,5892.00000,CLINTON,NC,2021-08-01,154264.11
421,8235R,2012,99800.00000,100946.00,1146.00000,-1146.00000,ALAMOSA,CO,2021-04-01,147920.85
421,8235R,2012,99800.00000,100890.00,1090.00000,-1090.00000,ALAMOSA,CO,2021-05-01,147920.85
421,8235R,2012,99800.00000,100830.00,1030.00000,-1030.00000,ALAMOSA,CO,2021-06-01,147920.85
421,8235R,2012,99800.00000,95980.00,3820.00000,3820.00000,ALAMOSA,CO,2021-07-01,147920.85
421,8235R,2012,99800.00000,108676.00,8876.00000,-8876.00000,ALAMOSA,CO,2021-08-01,147920.85
426,8245R,2020,269500.00000,245642.00,23858.00000,23858.00000,SEYMOUR,IN,2021-04-01,268340.38
426,8245R,2020,269500.00000,245110.00,24390.00000,24390.00000,SEYMOUR,IN,2021-05-01,268340.38
426,8245R,2020,269500.00000,244580.00,24920.00000,24920.00000,SEYMOUR,IN,2021-06-01,268340.38
426,8245R,2020,269500.00000,246040.00,23460.00000,23460.00000,SEYMOUR,IN,2021-07-01,268340.38
432,8245R,2020,255900.00000,244214.00,11686.00000,11686.00000,BLUFFTON,IN,2021-04-01,254639.77
